Category,City,Country,Customer Name,Manufacturer,Order Date,Order ID,Postal Code,Product Name,Region,Segment,Ship Date,Ship Mode,State,Sub-Category,Discount,Number of Records,Profit,Profit Ratio,Quantity,Sales
Technology,Seattle,United States,Fred Harton,Razer,2/14/2016,CA-2014-104801,98105,Razer Tiamat Over Ear 7.1 Surround Sound PC Gaming Headset,West,Consumer,2/20/2016,Standard Class,Washington,Accessories,0%,1,$344,43%,4,$800
Furniture,Seattle,United States,Fred Harton,Tenex,2/14/2016,CA-2014-104801,98105,"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""",West,Consumer,2/20/2016,Standard Class,Washington,Furnishings,0%,1,$22,20%,1,$108
Office Supplies,Baltimore,United States,Stewart Visinsky,Acme,2/14/2016,CA-2014-151176,21215,Acme Elite Stainless Steel Scissors,East,Consumer,2/21/2016,Standard Class,Maryland,Supplies,0%,1,$7,26%,3,$25
Office Supplies,Baltimore,United States,Stewart Visinsky,Other,2/14/2016,CA-2014-151176,21215,Barrel Sharpener,East,Consumer,2/21/2016,Standard Class,Maryland,Art,0%,1,$3,26%,3,$11
Office Supplies,New York City,United States,Jennifer Patt,Xerox,2/14/2016,CA-2014-104906,10009,Xerox 1903,East,Corporate,2/18/2016,Standard Class,New York,Paper,0%,1,$9,49%,3,$18
Office Supplies,Minneapolis,United States,Mark Hamilton,Holmes,2/14/2016,CA-2014-154809,55407,"Holmes Replacement Filter for HEPA Air Cleaner, Medium Room",Central,Consumer,2/18/2016,Standard Class,Minnesota,Appliances,0%,1,$39,43%,8,$91
Office Supplies,New York City,United States,Luke Foster,Xerox,2/17/2016,CA-2014-118521,10035,Xerox 1912,East,Consumer,2/21/2016,Standard Class,New York,Paper,0%,1,$18,48%,2,$38
Office Supplies,Fairfield,United States,Nat Gilpin,Fellowes,2/17/2016,CA-2014-120019,6824,Fellowes Staxonsteel Drawer Files,East,Corporate,2/22/2016,Standard Class,Connecticut,Storage,0%,1,$81,14%,3,$580
Technology,Fairfield,United States,Nat Gilpin,Belkin,2/17/2016,CA-2014-120019,6824,"Belkin SportFit Armband For iPhone 5s/5c, Fuchsia",East,Corporate,2/22/2016,Standard Class,Connecticut,Phones,0%,1,$7,49%,1,$15
Office Supplies,Decatur,United States,Joy Smith,Other,2/17/2016,CA-2014-163265,62521,"Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box",Central,Consumer,2/22/2016,Standard Class,Illinois,Fasteners,20%,1,$6,34%,2,$18
Furniture,Decatur,United States,Joy Smith,Global,2/17/2016,CA-2014-163265,62521,Global Deluxe High-Back Manager's Chair,Central,Consumer,2/22/2016,Standard Class,Illinois,Chairs,30%,1,-$9,-1%,3,$601
Office Supplies,Decatur,United States,Joy Smith,Tennsco,2/17/2016,CA-2014-163265,62521,"Tennsco Lockers, Gray",Central,Consumer,2/22/2016,Standard Class,Illinois,Storage,20%,1,-$8,-16%,3,$50
Office Supplies,Decatur,United States,Joy Smith,Newell,2/17/2016,CA-2014-163265,62521,Newell 312,Central,Consumer,2/22/2016,Standard Class,Illinois,Art,20%,1,$4,13%,6,$28
Furniture,Decatur,United States,Joy Smith,Executive Impressions,2/17/2016,CA-2014-163265,62521,"Executive Impressions 13"" Clairmont Wall Clock",Central,Consumer,2/22/2016,Standard Class,Illinois,Furnishings,60%,1,-$4,-48%,1,$8
Furniture,Chicago,United States,Julie Kriz,Chromcraft,2/18/2016,CA-2014-154039,60653,"Chromcraft 48"" x 96"" Racetrack Double Pedestal Table",Central,Home Office,2/23/2016,Standard Class,Illinois,Tables,50%,1,-$269,-56%,3,$481
Technology,Chicago,United States,Julie Kriz,Other,2/18/2016,CA-2014-154039,60653,LG Exalt,Central,Home Office,2/23/2016,Standard Class,Illinois,Phones,20%,1,$11,9%,1,$125
Technology,Lafayette,United States,Lauren Leatherbury,Other,2/18/2016,US-2014-163195,70506,KLD Oscar II Style Snap-on Ultra Thin Side Flip Synthetic Leather Cover Case for HTC One HTC M7,South,Consumer,2/22/2016,Second Class,Louisiana,Phones,0%,1,$8,29%,3,$29
Office Supplies,Perth Amboy,United States,Gary Hansen,Adams,2/18/2016,CA-2014-132647,8861,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages",East,Home Office,2/24/2016,Standard Class,New Jersey,Paper,0%,1,$6,49%,2,$12
Office Supplies,Perth Amboy,United States,Gary Hansen,Fellowes,2/18/2016,CA-2014-132647,8861,Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,East,Home Office,2/24/2016,Standard Class,New Jersey,Storage,0%,1,$40,24%,5,$166
Furniture,Houston,United States,Cyra Reiten,Sauder,2/18/2016,CA-2014-159149,77041,"Sauder Mission Library with Doors, Fruitwood Finish",Central,Home Office,2/20/2016,First Class,Texas,Bookcases,32%,1,-$17,-19%,1,$89
Office Supplies,Houston,United States,Cyra Reiten,Dixon,2/18/2016,CA-2014-159149,77041,"Dixon Ticonderoga Core-Lock Colored Pencils, 48-Color Set",Central,Home Office,2/20/2016,First Class,Texas,Art,20%,1,$53,30%,6,$175
Technology,Houston,United States,Cyra Reiten,Jawbone,2/18/2016,CA-2014-159149,77041,Jawbone MINI JAMBOX Wireless Bluetooth Speaker,Central,Home Office,2/20/2016,First Class,Texas,Phones,20%,1,-$88,-20%,4,$438
Furniture,Troy,United States,Christine Kargatis,SAFCO,2/18/2016,CA-2014-109085,45373,"SAFCO PlanMaster Boards, 60w x 37-1/2d, White Melamine",East,Home Office,2/21/2016,First Class,Ohio,Tables,40%,1,-$106,-23%,5,$456
Office Supplies,Troy,United States,Christine Kargatis,Acco,2/18/2016,CA-2014-109085,45373,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red",East,Home Office,2/21/2016,First Class,Ohio,Binders,70%,1,-$5,-83%,5,$6
Technology,Troy,United States,Christine Kargatis,Other,2/18/2016,CA-2014-109085,45373,Vtech CS6719,East,Home Office,2/21/2016,First Class,Ohio,Phones,40%,1,-$12,-20%,1,$58
Furniture,Troy,United States,Christine Kargatis,Other,2/18/2016,CA-2014-109085,45373,Flat Face Poster Frame,East,Home Office,2/21/2016,First Class,Ohio,Furnishings,20%,1,$8,28%,2,$30
Furniture,Troy,United States,Christine Kargatis,Global,2/18/2016,CA-2014-109085,45373,Global Commerce Series Low-Back Swivel/Tilt Chairs,East,Home Office,2/21/2016,First Class,Ohio,Chairs,30%,1,-$13,-1%,5,$899
Technology,Los Angeles,United States,Cynthia Voltz,Other,2/19/2016,CA-2014-164707,90045,iHome FM Clock Radio with Lightning Dock,West,Corporate,2/22/2016,Second Class,California,Phones,20%,1,$10,6%,3,$168
Technology,Los Angeles,United States,Cynthia Voltz,Memorex,2/19/2016,CA-2014-164707,90045,Memorex Micro Travel Drive 32 GB,West,Corporate,2/22/2016,Second Class,California,Accessories,0%,1,$47,43%,3,$110
Office Supplies,Los Angeles,United States,Cynthia Voltz,Avery,2/19/2016,CA-2014-164707,90045,Avery 493,West,Corporate,2/22/2016,Second Class,California,Labels,0%,1,$5,49%,2,$10
Office Supplies,Roswell,United States,Nicole Hansen,Kensington,2/20/2016,CA-2014-122693,30076,Kensington 7 Outlet MasterPiece Power Center,South,Corporate,2/22/2016,Second Class,Georgia,Appliances,0%,1,$361,29%,7,"$1,246"
Office Supplies,Seattle,United States,Max Engle,Other,2/20/2016,CA-2014-166415,98103,Rubber Band Ball,West,Consumer,2/24/2016,Standard Class,Washington,Fasteners,0%,1,$0,2%,3,$11
Office Supplies,Los Angeles,United States,Emily Ducich,Newell,2/20/2016,CA-2014-134838,90045,Newell 320,West,Home Office,2/21/2016,First Class,California,Art,0%,1,$3,27%,3,$13
Furniture,Los Angeles,United States,Emily Ducich,Tensor,2/20/2016,CA-2014-134838,90045,Tensor Computer Mounted Lamp,West,Home Office,2/21/2016,First Class,California,Furnishings,0%,1,$12,27%,3,$45
Furniture,San Diego,United States,Helen Wasserman,Executive Impressions,2/21/2016,CA-2014-105809,92105,"Executive Impressions 14"" Contract Wall Clock",West,Corporate,2/24/2016,First Class,California,Furnishings,0%,1,$7,33%,1,$22
Technology,San Diego,United States,Helen Wasserman,Logitech,2/21/2016,CA-2014-105809,92105,Logitech Mobile Speakerphone P710e - speaker phone,West,Corporate,2/24/2016,First Class,California,Phones,20%,1,$19,9%,2,$216
Office Supplies,Muskogee,United States,Julie Prescott,Newell,2/21/2016,CA-2014-150525,74403,Newell 351,Central,Home Office,2/26/2016,Standard Class,Oklahoma,Art,0%,1,$2,29%,2,$7
Office Supplies,Muskogee,United States,Julie Prescott,Other,2/21/2016,CA-2014-150525,74403,Disposable Triple-Filter Dust Bags,Central,Home Office,2/26/2016,Standard Class,Oklahoma,Appliances,0%,1,$3,26%,3,$13
Office Supplies,Louisville,United States,Bart Pistole,Other,2/21/2016,CA-2014-105445,80027,Staples,West,Corporate,2/26/2016,Second Class,Colorado,Fasteners,20%,1,$3,33%,3,$9
Technology,Gilbert,United States,Katherine Murray,Other,2/21/2016,CA-2014-135937,85234,Toshiba IPT2010-SD IP Telephone,West,Home Office,2/28/2016,Standard Class,Arizona,Phones,20%,1,$25,8%,3,$334
Technology,Gilbert,United States,Katherine Murray,Microsoft,2/21/2016,CA-2014-135937,85234,Microsoft Wireless Mobile Mouse 4000,West,Home Office,2/28/2016,Standard Class,Arizona,Accessories,20%,1,$5,15%,1,$32
Office Supplies,Gilbert,United States,Katherine Murray,Fellowes,2/21/2016,CA-2014-135937,85234,Fellowes Bankers Box Stor/Drawer Steel Plus,West,Home Office,2/28/2016,Standard Class,Arizona,Storage,20%,1,-$6,-13%,2,$51
Office Supplies,Gilbert,United States,Katherine Murray,Other,2/21/2016,CA-2014-135937,85234,Letter or Legal Size Expandable Poly String Tie Envelopes,West,Home Office,2/28/2016,Standard Class,Arizona,Envelopes,20%,1,$4,36%,5,$11
Furniture,Gilbert,United States,Katherine Murray,Howard Miller,2/21/2016,CA-2014-135937,85234,"Howard Miller 13"" Diameter Pewter Finish Round Wall Clock",West,Home Office,2/28/2016,Standard Class,Arizona,Furnishings,20%,1,$16,24%,2,$69
Furniture,Gilbert,United States,Katherine Murray,KI,2/21/2016,CA-2014-135937,85234,KI Adjustable-Height Table,West,Home Office,2/28/2016,Standard Class,Arizona,Tables,50%,1,-$186,-48%,9,$387
Technology,Carrollton,United States,Dave Kipp,Microsoft,2/22/2016,CA-2014-124940,75007,Microsoft Natural Keyboard Elite,Central,Consumer,2/27/2016,Standard Class,Texas,Accessories,20%,1,-$3,-6%,1,$48
Office Supplies,Los Angeles,United States,Clytie Kelty,Ampad,2/24/2016,CA-2014-104647,90008,"Ampad Phone Message Book, Recycled, 400 Message Capacity, 5 ¾” x 11”",West,Consumer,3/1/2016,Standard Class,California,Paper,0%,1,$17,45%,6,$37
Office Supplies,Seattle,United States,Ann Chong,Alliance,2/24/2016,CA-2014-136007,98115,Alliance Rubber Bands,West,Corporate,3/2/2016,Standard Class,Washington,Fasteners,0%,1,$0,4%,5,$8
Technology,Seattle,United States,Ann Chong,Other,2/24/2016,CA-2014-136007,98115,invisibleSHIELD by ZAGG Smudge-Free Screen Protector,West,Corporate,3/2/2016,Standard Class,Washington,Phones,20%,1,$25,35%,5,$72
Office Supplies,Philadelphia,United States,Christy Brittain,ACCOHIDE,2/25/2016,CA-2014-111374,19134,"ACCOHIDE 3-Ring Binder, Blue, 1""",East,Consumer,2/29/2016,Standard Class,Pennsylvania,Binders,70%,1,-$4,-77%,4,$5
Office Supplies,Philadelphia,United States,Erin Smith,Xerox,2/25/2016,CA-2014-127397,19134,Xerox 1988,East,Corporate,2/29/2016,Standard Class,Pennsylvania,Paper,20%,1,$39,31%,5,$124
Technology,Philadelphia,United States,Erin Smith,Plantronics,2/25/2016,CA-2014-127397,19134,Plantronics CS510 - Over-the-Head monaural Wireless Headset System,East,Corporate,2/29/2016,Standard Class,Pennsylvania,Accessories,20%,1,$214,16%,5,"$1,320"
Office Supplies,Chicago,United States,Michelle Huthwaite,Avery,2/26/2016,CA-2014-125878,60623,Avery Hidden Tab Dividers for Binding Systems,Central,Consumer,3/2/2016,Standard Class,Illinois,Binders,80%,1,-$3,-170%,3,$2
Furniture,Greenville,United States,Scot Wooten,Global,2/26/2016,US-2014-134642,27834,"Global High-Back Leather Tilter, Burgundy",South,Consumer,3/1/2016,Standard Class,North Carolina,Chairs,20%,1,-$22,-11%,2,$197
Furniture,Greenville,United States,Scot Wooten,Bush,2/26/2016,US-2014-134642,27834,"Bush Westfield Collection Bookcases, Medium Cherry Finish",South,Consumer,3/1/2016,Standard Class,North Carolina,Bookcases,20%,1,$6,3%,5,$232
Office Supplies,Los Angeles,United States,Bradley Talbott,Kensington,2/27/2016,CA-2014-117212,90036,Kensington 6 Outlet Guardian Standard Surge Protector,West,Home Office,2/29/2016,Second Class,California,Appliances,0%,1,$22,27%,4,$82
Technology,Los Angeles,United States,Bradley Talbott,Other,2/27/2016,CA-2014-117212,90036,Toshiba IPT2010-SD IP Telephone,West,Home Office,2/29/2016,Second Class,California,Phones,20%,1,$67,8%,8,$890
Furniture,Los Angeles,United States,Bradley Talbott,Other,2/27/2016,CA-2014-117212,90036,GuestStacker Chair with Chrome Finish Legs,West,Home Office,2/29/2016,Second Class,California,Chairs,20%,1,$89,10%,3,$892
Office Supplies,Los Angeles,United States,Bradley Talbott,Xerox,2/27/2016,CA-2014-117212,90036,Xerox 1908,West,Home Office,2/29/2016,Second Class,California,Paper,0%,1,$110,49%,4,$224
Office Supplies,Los Angeles,United States,Bradley Talbott,Xerox,2/27/2016,CA-2014-117212,90036,Xerox 1924,West,Home Office,2/29/2016,Second Class,California,Paper,0%,1,$11,49%,4,$23
Office Supplies,Santa Barbara,United States,Becky Martin,Tripp Lite,2/27/2016,CA-2014-121706,93101,Tripp Lite TLP810NET Broadband Surge for Modem/Fax,West,Consumer,3/2/2016,Standard Class,California,Appliances,0%,1,$100,28%,7,$357
Furniture,Costa Mesa,United States,Dave Brooks,Tenex,2/27/2016,CA-2014-121258,92627,Tenex B1-RE Series Chair Mats for Low Pile Carpets,West,Consumer,3/3/2016,Standard Class,California,Furnishings,0%,1,$16,17%,2,$92
Technology,Costa Mesa,United States,Dave Brooks,Other,2/27/2016,CA-2014-121258,92627,Aastra 57i VoIP phone,West,Consumer,3/3/2016,Standard Class,California,Phones,20%,1,$19,8%,2,$259
Office Supplies,Costa Mesa,United States,Dave Brooks,Other,2/27/2016,CA-2014-121258,92627,"It's Hot Message Books with Stickers, 2 3/4"" x 5""",West,Consumer,3/3/2016,Standard Class,California,Paper,0%,1,$13,45%,4,$30
Office Supplies,Middletown,United States,Duane Benoit,Pressboard,2/29/2016,CA-2014-101959,6457,Pressboard Hanging Data Binders for Unburst Sheets,East,Consumer,3/6/2016,Standard Class,Connecticut,Binders,0%,1,$5,48%,2,$10
Office Supplies,Middletown,United States,Duane Benoit,Southworth,2/29/2016,CA-2014-101959,6457,"Southworth 100% Résumé Paper, 24lb.",East,Consumer,3/6/2016,Standard Class,Connecticut,Paper,0%,1,$4,45%,1,$8
Office Supplies,Dallas,United States,Stewart Carmichael,Staple remover,3/2/2016,CA-2014-146024,75081,Staple remover,Central,Corporate,3/8/2016,Standard Class,Texas,Supplies,20%,1,-$1,-20%,4,$7
Office Supplies,Dallas,United States,Stewart Carmichael,Wilson Jones,3/2/2016,CA-2014-146024,75081,Wilson Jones Leather-Like Binders with DublLock Round Rings,Central,Corporate,3/8/2016,Standard Class,Texas,Binders,80%,1,-$20,-165%,7,$12
Technology,Los Angeles,United States,Maribeth Yedwab,Panasonic,3/2/2016,CA-2014-163902,90045,Panasonic KX TS3282B Corded phone,West,Corporate,3/8/2016,Standard Class,California,Phones,20%,1,$15,8%,3,$197
Technology,Los Angeles,United States,Maribeth Yedwab,Logitech,3/2/2016,CA-2014-163902,90045,Logitech G13 Programmable Gameboard with LCD Display,West,Corporate,3/8/2016,Standard Class,California,Accessories,0%,1,$53,11%,6,$480
Office Supplies,Newark,United States,Dorothy Badders,Newell,3/2/2016,CA-2014-104885,19711,Newell 34,East,Corporate,3/8/2016,Standard Class,Delaware,Art,0%,1,$15,26%,3,$60
Office Supplies,Newark,United States,Dorothy Badders,Staple envelope,3/2/2016,CA-2014-104885,19711,Staple envelope,East,Corporate,3/8/2016,Standard Class,Delaware,Envelopes,0%,1,$27,47%,7,$58
Furniture,Newark,United States,Dorothy Badders,Bush,3/2/2016,CA-2014-104885,19711,"Bush Cubix Collection Bookcases, Fully Assembled",East,Corporate,3/8/2016,Standard Class,Delaware,Bookcases,0%,1,$102,23%,2,$442
Office Supplies,Newark,United States,Dorothy Badders,Easy-staple paper,3/2/2016,CA-2014-104885,19711,Easy-staple paper,East,Corporate,3/8/2016,Standard Class,Delaware,Paper,0%,1,$33,49%,6,$68
Office Supplies,Cuyahoga Falls,United States,Joseph Airdo,GBC,3/2/2016,CA-2014-152261,44221,GBC VeloBind Cover Sets,East,Consumer,3/6/2016,Standard Class,Ohio,Binders,70%,1,-$12,-67%,4,$19
Office Supplies,Los Angeles,United States,Ken Dana,Other,3/2/2016,CA-2014-155712,90008,Catalog Binders with Expanding Posts,West,Corporate,3/8/2016,Standard Class,California,Binders,20%,1,$34,31%,2,$108
Office Supplies,Waco,United States,Roland Schwarz,Acco,3/2/2016,CA-2014-124114,76706,Acco Suede Grain Vinyl Round Ring Binder,Central,Corporate,3/2/2016,Same Day,Texas,Binders,80%,1,-$1,-170%,1,$1
Office Supplies,Murray,United States,Liz Preis,Acco,3/3/2016,CA-2014-121804,42071,Acco 6 Outlet Guardian Premium Surge Suppressor,South,Consumer,3/8/2016,Standard Class,Kentucky,Appliances,0%,1,$20,27%,5,$73
Office Supplies,Dallas,United States,Richard Eichhorn,Other,3/3/2016,CA-2014-127621,75081,"Important Message Pads, 50 4-1/4 x 5-1/2 Forms per Pad",Central,Consumer,3/7/2016,Standard Class,Texas,Paper,20%,1,$10,36%,8,$27
Furniture,Dearborn Heights,United States,Emily Phan,Global,3/3/2016,CA-2014-111815,48127,Global Ergonomic Managers Chair,Central,Consumer,3/10/2016,Standard Class,Michigan,Chairs,0%,1,$47,26%,1,$181
Technology,Dearborn Heights,United States,Emily Phan,Logitech,3/3/2016,CA-2014-111815,48127,Logitech Wireless Marathon Mouse M705,Central,Consumer,3/10/2016,Standard Class,Michigan,Accessories,0%,1,$43,43%,2,$100
Technology,Los Angeles,United States,Ed Jacobs,Imation,3/3/2016,CA-2014-123085,90008,Imation Bio 2GB USB Flash Drive Imation Corp,West,Consumer,3/8/2016,Standard Class,California,Accessories,0%,1,$441,42%,8,"$1,049"
Furniture,Los Angeles,United States,Ed Jacobs,Novimex,3/3/2016,CA-2014-123085,90008,Novimex Turbo Task Chair,West,Consumer,3/8/2016,Standard Class,California,Chairs,20%,1,-$17,-10%,3,$170
Furniture,Los Angeles,United States,Bill Tyler,Lesro,3/3/2016,CA-2014-117513,90004,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",West,Corporate,3/8/2016,Standard Class,California,Tables,20%,1,-$15,-4%,7,$400
Office Supplies,Los Angeles,United States,Sung Pak,Other,3/4/2016,CA-2014-110478,90045,American Pencil,West,Corporate,3/9/2016,Standard Class,California,Art,0%,1,$3,29%,4,$9
Office Supplies,Los Angeles,United States,Sung Pak,Other,3/4/2016,CA-2014-110478,90045,"White Envelopes, White Envelopes with Clear Poly Window",West,Corporate,3/9/2016,Standard Class,California,Envelopes,0%,1,$7,46%,1,$15
Office Supplies,Houston,United States,Darren Powers,Xerox,3/4/2016,CA-2014-142174,77041,Xerox 1934,Central,Consumer,3/9/2016,Standard Class,Texas,Paper,20%,1,$32,36%,2,$90
Furniture,Houston,United States,Tonja Turnell,Howard Miller,3/4/2016,US-2014-119816,77095,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",Central,Home Office,3/6/2016,Second Class,Texas,Furnishings,60%,1,-$78,-75%,5,$104
Office Supplies,Houston,United States,Tonja Turnell,Avery,3/4/2016,US-2014-119816,77095,Avery 497,Central,Home Office,3/6/2016,Second Class,Texas,Labels,20%,1,$1,35%,1,$2
Office Supplies,Houston,United States,Tonja Turnell,Other,3/4/2016,US-2014-119816,77095,Crate-A-Files,Central,Home Office,3/6/2016,Second Class,Texas,Storage,20%,1,$1,7%,1,$9
Office Supplies,Milwaukee,United States,Pete Kriz,Avery,3/5/2016,CA-2014-147753,53209,Avery 515,Central,Consumer,3/5/2016,Same Day,Wisconsin,Labels,0%,1,$12,47%,2,$25
Office Supplies,Rochester,United States,Julia Dunbar,Advantus,3/5/2016,CA-2014-168123,55901,Advantus Map Pennant Flags and Round Head Tacks,Central,Consumer,3/5/2016,Same Day,Minnesota,Fasteners,0%,1,$3,32%,2,$8
Office Supplies,Rochester,United States,Julia Dunbar,Other,3/5/2016,CA-2014-168123,55901,Recycled Steel Personal File for Standard File Folders,Central,Consumer,3/5/2016,Same Day,Minnesota,Storage,0%,1,$58,26%,4,$221
Office Supplies,Rochester,United States,Julia Dunbar,GBC,3/5/2016,CA-2014-168123,55901,GBC ProClick Punch Binding System,Central,Consumer,3/5/2016,Same Day,Minnesota,Binders,0%,1,$63,49%,2,$128
Office Supplies,Rochester,United States,Julia Dunbar,Avery,3/5/2016,CA-2014-168123,55901,Avery Hole Reinforcements,Central,Consumer,3/5/2016,Same Day,Minnesota,Binders,0%,1,$9,49%,3,$19
Office Supplies,Southaven,United States,Claudia Bergmann,Other,3/5/2016,CA-2014-161046,38671,Laser & Ink Jet Business Envelopes,South,Corporate,3/5/2016,Same Day,Mississippi,Envelopes,0%,1,$20,46%,4,$43
Technology,Southaven,United States,Claudia Bergmann,Logitech,3/5/2016,CA-2014-161046,38671,Logitech G700s Rechargeable Gaming Mouse,South,Corporate,3/5/2016,Same Day,Mississippi,Accessories,0%,1,$126,42%,3,$300
Office Supplies,Southaven,United States,Claudia Bergmann,Kensington,3/5/2016,CA-2014-161046,38671,Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center,South,Corporate,3/5/2016,Same Day,Mississippi,Appliances,0%,1,$79,30%,2,$262
Office Supplies,Southaven,United States,Claudia Bergmann,Ibico,3/5/2016,CA-2014-161046,38671,Ibico Recycled Linen-Style Covers,South,Corporate,3/5/2016,Same Day,Mississippi,Binders,0%,1,$112,48%,6,$234
Office Supplies,New York City,United States,Roland Murray,Xerox,3/6/2016,CA-2014-168193,10011,Xerox 1883,East,Consumer,3/11/2016,Second Class,New York,Paper,0%,1,$12,46%,1,$26
Furniture,New York City,United States,Roland Murray,Westinghouse,3/6/2016,CA-2014-168193,10011,"Westinghouse Floor Lamp with Metal Mesh Shade, Black",East,Consumer,3/11/2016,Second Class,New York,Furnishings,0%,1,$17,23%,3,$72
Office Supplies,San Francisco,United States,Ben Ferrer,Other,3/6/2016,US-2014-119039,94109,Economy Binders,West,Home Office,3/10/2016,Standard Class,California,Binders,20%,1,$5,36%,9,$15
Office Supplies,San Francisco,United States,Sally Hughsby,Other,3/6/2016,CA-2014-125101,94109,"File Shuttle II and Handi-File, Black",West,Corporate,3/10/2016,Second Class,California,Storage,0%,1,$17,25%,2,$68
Office Supplies,San Francisco,United States,Frank Carlisle,Other,3/6/2016,CA-2014-167640,94109,Fluorescent Highlighters by Dixon,West,Home Office,3/10/2016,Standard Class,California,Art,0%,1,$8,34%,6,$24
Office Supplies,San Francisco,United States,Frank Carlisle,Avery,3/6/2016,CA-2014-167640,94109,Avery 49,West,Home Office,3/10/2016,Standard Class,California,Labels,0%,1,$6,49%,4,$12
Office Supplies,San Francisco,United States,Frank Carlisle,Xerox,3/6/2016,CA-2014-167640,94109,Xerox 1893,West,Home Office,3/10/2016,Standard Class,California,Paper,0%,1,$141,49%,7,$287
Technology,San Francisco,United States,Frank Carlisle,Other,3/6/2016,CA-2014-167640,94109,Digium D40 VoIP phone,West,Home Office,3/10/2016,Standard Class,California,Phones,20%,1,$23,11%,2,$206
Office Supplies,Dallas,United States,Don Weiss,Avery,3/6/2016,CA-2014-148642,75220,Avery 511,Central,Consumer,3/12/2016,Standard Class,Texas,Labels,20%,1,$2,35%,2,$5
Office Supplies,Dallas,United States,Don Weiss,Newell,3/6/2016,CA-2014-148642,75220,Newell 345,Central,Consumer,3/12/2016,Standard Class,Texas,Art,20%,1,$5,8%,4,$63
Technology,Clinton,United States,Michael Granlund,Logitech,3/7/2016,CA-2014-136672,20735,Logitech Desktop MK120 Mouse and keyboard Combo,East,Home Office,3/12/2016,Standard Class,Maryland,Accessories,0%,1,$5,10%,3,$49
Office Supplies,New York City,United States,Shahid Hopkins,3M,3/7/2016,CA-2014-110884,10035,3M Organizer Strips,East,Consumer,3/12/2016,Standard Class,New York,Binders,20%,1,$9,35%,6,$26
Office Supplies,New York City,United States,Shahid Hopkins,Avery,3/7/2016,CA-2014-110884,10035,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",East,Consumer,3/12/2016,Standard Class,New York,Labels,0%,1,$42,46%,3,$92
Office Supplies,Columbus,United States,Victoria Brennan,Belkin,3/8/2016,CA-2014-155698,31907,Belkin 8 Outlet SurgeMaster II Gold Surge Protector with Phone Protection,South,Corporate,3/11/2016,First Class,Georgia,Appliances,0%,1,$168,26%,8,$648
Office Supplies,Columbus,United States,Victoria Brennan,Avery,3/8/2016,CA-2014-155698,31907,"Avery Address/Shipping Labels for Typewriters, 4"" x 2""",South,Corporate,3/11/2016,First Class,Georgia,Labels,0%,1,$10,48%,2,$21
Office Supplies,Anaheim,United States,Alan Hwang,Other,3/8/2016,CA-2014-104080,92804,"Green Canvas Binder for 8-1/2"" x 14"" Sheets",West,Consumer,3/15/2016,Standard Class,California,Binders,20%,1,$64,38%,5,$171
Office Supplies,Anaheim,United States,Alan Hwang,Newell,3/8/2016,CA-2014-104080,92804,Newell 323,West,Consumer,3/15/2016,Standard Class,California,Art,0%,1,$1,26%,2,$3
Technology,San Francisco,United States,Lindsay Williams,Logitech,3/9/2016,CA-2014-102834,94110,Logitech Wireless Headset h800,West,Corporate,3/13/2016,Standard Class,California,Accessories,0%,1,$70,35%,2,$200
Technology,Los Angeles,United States,Karl Braun,Hewlett-Packard,3/9/2016,CA-2014-147354,90008,Hewlett Packard 310 Color Digital Copier,West,Consumer,3/13/2016,Standard Class,California,Copiers,20%,1,$60,13%,2,$480
Office Supplies,Los Angeles,United States,Karl Braun,DXL,3/9/2016,CA-2014-147354,90008,DXL Angle-View Binders with Locking Rings by Samsill,West,Consumer,3/13/2016,Standard Class,California,Binders,20%,1,$10,31%,5,$31
Office Supplies,Chester,United States,Mick Hernandez,Newell,3/10/2016,CA-2014-144638,19013,Newell 337,East,Home Office,3/14/2016,Standard Class,Pennsylvania,Art,20%,1,$1,11%,2,$5
Technology,Chester,United States,Mick Hernandez,Cisco,3/10/2016,CA-2014-144638,19013,Cisco SPA525G2 IP Phone - Wireless,East,Home Office,3/14/2016,Standard Class,Pennsylvania,Phones,40%,1,-$8,-23%,3,$36
Furniture,Chester,United States,Mick Hernandez,Westinghouse,3/10/2016,CA-2014-144638,19013,Westinghouse Clip-On Gooseneck Lamps,East,Home Office,3/14/2016,Standard Class,Pennsylvania,Furnishings,20%,1,$1,8%,1,$7
Furniture,Chester,United States,Mick Hernandez,Howard Miller,3/10/2016,CA-2014-144638,19013,Howard Miller Distant Time Traveler Alarm Clock,East,Home Office,3/14/2016,Standard Class,Pennsylvania,Furnishings,20%,1,$12,26%,2,$44
Technology,Philadelphia,United States,Emily Burns,Nokia,3/10/2016,CA-2014-130967,19140,Nokia Lumia 521 (T-Mobile),East,Consumer,3/16/2016,Standard Class,Pennsylvania,Phones,40%,1,-$11,-20%,3,$54
